GEND,SCHOOL,ZIP3,CONFUNI,CONFPR,CONFCHOIC,WAVERG2,AVG,PREF,ACCEPTED
119,10471,O1H,179.0,IX,1.0,907,88.66666666666667,3,0
120,10649,M6W,190.0,PHH,5.0,798,79.83333333333333,2,0
120,10635,O1I,,,,878,87.33333333333333,3,0
120,10600,N3K,191.0,ZP,2.0,897,87.16666666666667,5,0
120,10674,M9K,196.0,SIA,1.0,930,93.0,1,1
120,10469,Q2M,179.0,II,1.0,938,93.83333333333333,4,0
119,11036,,194.0,OPT,6.0,835,83.5,2,0
119,10250,O8W,194.0,OIR,1.0,985,98.0,3,0
120,10802,N4D,190.0,PSK,4.0,812,81.16666666666667,5,0
119,10841,N5M,178.0,KX,2.0,870,82.83333333333333,7,0
120,11000,M5T,178.0,KSO,2.0,942,90.5,6,0
119,10634,L2W,196.0,SI,2.0,897,83.0,2,1
120,10458,N3M,178.0,KXP,1.0,810,78.66666666666667,2,0
119,10720,M0S,196.0,SNO,3.0,832,77.83333333333333,3,0
120,10721,M7W,178.0,KKC,1.0,927,89.5,3,0
120,10495,M9Q,191.0,ZI,1.0,918,76.0,2,0
120,11020,M9L,196.0,SI,3.0,852,85.16666666666667,3,1
120,10978,N3I,178.0,KKC,1.0,873,87.33333333333333,3,0
120,10474,M7N,191.0,ZI,4.0,883,86.33333333333333,2,0
120,10474,M7L,196.0,SIA,2.0,895,87.5,2,1
119,11000,M4U,194.0,ON,1.0,892,87.0,4,0
120,10703,O7L,178.0,KII,3.0,865,85.66666666666667,2,0
120,10365,O9X,179.0,II,1.0,942,92.16666666666667,3,0
120,11000,M7F,194.0,OD,1.0,963,94.66666666666667,4,0
120,10888,M5I,,,,858,84.33333333333333,3,0
120,10384,M3N,194.0,OXV,1.0,813,68.0,2,0
120,10618,L3I,178.0,KBO,1.0,887,88.66666666666667,4,0
120,10905,O3B,196.0,SNO,2.0,807,-1.0,1,0
120,10344,M9T,196.0,SIA,8.0,882,88.16666666666667,8,1
120,10479,N0W,178.0,KKC,1.0,912,91.16666666666667,2,0
120,10479,N0W,178.0,KVS,2.0,848,81.66666666666667,5,0
120,10696,M1L,191.0,ZI,1.0,893,86.5,2,0
120,11120,N2W,178.0,KSI,5.0,853,85.33333333333333,2,0
120,10214,M0H,197.0,VNE,1.0,893,84.16666666666667,3,0
120,10696,M1L,193.0,RUI,4.0,838,83.0,3,0
119,11120,N2W,194.0,ON,1.0,873,87.33333333333333,7,0
120,10696,M1M,,,,847,84.66666666666667,3,0
119,10302,M7N,179.0,II,1.0,940,94.0,4,0
120,10273,M6C,196.0,SNO,3.0,807,80.66666666666667,3,0
120,10861,Q4F,,,,0,62.666666666666664,4,0
120,10914,N6B,190.0,PSK,1.0,925,86.66666666666667,9,0
120,10971,L3H,178.0,KKW,1.0,913,90.0,5,0
120,10602,M2S,193.0,RCI,4.0,777,77.66666666666667,3,0
119,10589,Q1B,192.0,TYH,1.0,852,85.16666666666667,5,0
120,10378,N4I,178.0,KKU,1.0,907,90.33333333333333,3,0
119,10818,M6X,196.0,SIA,3.0,853,85.33333333333333,3,1
120,10287,N2L,190.0,PIM,2.0,832,81.0,3,0
120,10566,N2Q,190.0,PAW,4.0,830,82.5,2,0
120,10861,Q4F,196.0,SIA,2.0,860,85.66666666666667,2,1
120,10486,O5L,179.0,II,1.0,883,86.16666666666667,3,0
120,10554,M3H,196.0,SI,1.0,902,88.5,1,1
120,10964,M6K,194.0,OSF,1.0,813,79.66666666666667,4,0
120,10918,N0B,196.0,SI,2.0,907,88.83333333333333,2,1
120,10215,M0C,196.0,SNO,4.0,820,82.0,1,0
120,10632,M0U,197.0,VSI,1.0,803,80.33333333333333,5,0
119,10672,M5C,178.0,KB,1.0,967,95.83333333333333,5,0
120,10955,M8H,178.0,KKU,1.0,922,90.33333333333333,2,0
120,10504,O3L,178.0,KTP,1.0,818,81.83333333333333,9,0
120,10451,O3L,178.0,KKW,1.0,923,77.0,2,0
120,10331,M6O,197.0,VSI,2.0,852,80.5,4,0
120,10530,O3F,197.0,VSI,2.0,887,87.66666666666667,3,0
120,10250,O1O,179.0,II,1.0,892,88.0,3,0
120,10252,M5A,190.0,PHH,1.0,835,81.83333333333333,2,0
120,10706,N3O,178.0,KPR,2.0,957,94.16666666666667,6,0
120,10948,M4C,197.0,VNE,3.0,862,84.33333333333333,2,0
120,11048,N2I,190.0,PSK,5.0,830,83.0,4,0
120,10361,M2U,196.0,SIA,4.0,897,86.0,4,1
120,10731,M1S,196.0,SIA,1.0,910,89.0,1,1
120,10240,M5S,196.0,SIA,1.0,913,89.16666666666667,1,1
120,10402,L3L,196.0,SIA,2.0,872,85.5,2,1
120,11194,M4Q,178.0,KKC,1.0,892,86.5,3,0
119,10410,M6K,196.0,SIA,2.0,860,86.0,2,1
120,10742,M5O,196.0,SIA,2.0,900,90.0,2,1
119,10540,M0Q,178.0,KXP,3.0,813,81.16666666666667,5,0
119,10447,L3N,199.0,AIY,2.0,825,77.66666666666667,8,0
120,10918,N0C,190.0,PIC,4.0,807,80.66666666666667,3,0
120,10735,M2U,191.0,ZI,1.0,927,92.66666666666667,3,0
119,10841,N5F,,,,880,88.0,1,0
119,10731,M0L,196.0,ST,1.0,848,60.0,5,0
119,10722,O8T,193.0,RNI,7.0,845,80.16666666666667,3,0
120,10852,M4T,178.0,KX,6.0,852,82.83333333333333,3,0
120,10757,M5F,178.0,KSO,1.0,963,96.0,2,0
119,10996,N9A,194.0,OMU,1.0,968,94.33333333333333,4,0
120,10217,N0O,197.0,VA,1.0,798,79.83333333333333,7,0
120,11000,M5C,196.0,SI,3.0,880,87.83333333333333,3,1
120,11166,I4Z,,,,848,83.33333333333333,1,0
120,10848,M8Q,,,,868,84.83333333333333,3,0
120,11063,Q1Y,193.0,RIA,3.0,772,77.16666666666667,6,0
120,11063,Q0O,,,,952,93.66666666666667,3,0
120,11142,N2U,194.0,OSF,4.0,0,59.333333333333336,3,0
120,10578,M7D,196.0,SNO,1.0,842,81.16666666666667,4,0
120,10748,L1N,191.0,ZI,1.0,867,86.66666666666667,2,0
120,10602,M2S,194.0,OIR,2.0,917,91.16666666666667,5,0
120,10885,O0Z,177.0,BI,1.0,813,73.33333333333333,3,0
120,10810,M7Y,196.0,SIA,3.0,925,91.83333333333333,3,1
120,10272,M5X,196.0,SIA,4.0,847,84.66666666666667,4,1
120,10289,O1I,193.0,RII,2.0,783,65.33333333333333,1,0
120,10550,M5B,,,,817,81.66666666666667,2,0
119,10396,N4I,,,,925,90.66666666666667,3,0
120,10870,L0W,181.0,YIB,5.0,735,73.5,9,0
120,11099,N3Q,197.0,VSI,3.0,837,83.66666666666667,2,0
120,10827,L8S,196.0,SI,2.0,897,85.83333333333333,2,1
120,10429,M7I,179.0,II,1.0,882,86.16666666666667,3,0
120,10758,L8Q,191.0,ZI,1.0,902,90.16666666666667,2,0
120,10515,M8S,196.0,SXP,1.0,925,89.33333333333333,6,0
120,10714,M2L,181.0,YIA,1.0,877,87.66666666666667,5,0
120,10329,M7Q,190.0,PIM,1.0,842,84.16666666666667,4,0
120,10318,M3X,178.0,KKC,1.0,918,90.83333333333333,2,0
120,11000,M4U,178.0,KA,1.0,993,99.0,3,0
120,10499,M3K,194.0,OTH,3.0,893,88.0,5,0
120,10913,N2T,178.0,KKW,1.0,937,90.83333333333333,2,0
120,10964,L2I,175.0,GPK,9.0,933,90.33333333333333,4,0
119,10487,L1B,191.0,ZI,2.0,915,89.16666666666667,3,0
120,10370,O6Y,179.0,II,1.0,853,85.33333333333333,2,0
120,10940,M2L,181.0,YIB,1.0,782,78.16666666666667,2,0
119,10811,N3O,178.0,KSI,2.0,873,84.33333333333333,6,0
120,10479,N0X,178.0,KPR,1.0,948,94.83333333333333,2,0
120,11038,O7I,195.0,HJ,4.0,820,82.0,3,0
120,10457,M7Q,,,,0,54.333333333333336,4,0
120,10953,N5D,178.0,KPR,1.0,940,94.0,3,0
120,10650,M6D,196.0,SIA,2.0,870,85.0,2,1
120,10896,M2W,178.0,KKV,1.0,880,88.0,3,0
120,10243,M8B,196.0,SI,3.0,872,87.0,3,1
120,11020,M9K,196.0,SN,2.0,828,81.33333333333333,3,0
120,10767,O7H,177.0,BIB,2.0,807,80.66666666666667,3,0
119,10978,N3I,196.0,SI,3.0,880,85.16666666666667,3,1
120,10984,O6Y,,,,863,85.5,3,0
120,10810,M8B,190.0,PSK,2.0,812,81.16666666666667,7,0
120,11043,M8H,176.0,MJH,1.0,823,82.33333333333333,3,0
120,10717,M7I,199.0,AIW,2.0,768,76.83333333333333,1,0
120,10432,M4T,196.0,SI,2.0,853,85.16666666666667,2,1
120,10329,M7Q,190.0,PSK,3.0,823,82.33333333333333,2,0
120,11220,M6O,190.0,PAV,4.0,800,80.0,3,0
120,11149,N7F,193.0,REI,5.0,825,82.5,2,0
120,10432,M4T,190.0,PSK,2.0,807,79.5,5,0
120,11061,M7W,196.0,SIA,2.0,923,91.0,2,1
120,10672,M7D,178.0,KNH,2.0,943,77.66666666666667,5,0
120,10885,O1Q,177.0,BIC,2.0,827,81.33333333333333,3,0
120,10755,,191.0,ZI,2.0,920,92.0,3,0
120,10735,M2U,193.0,RUI,2.0,850,82.16666666666667,5,0
120,10845,L1K,193.0,RUI,3.0,770,76.5,5,0
119,10274,M4W,179.0,II,1.0,877,84.33333333333333,2,0
120,10796,Q1U,196.0,SI,2.0,873,87.33333333333333,2,1
120,10247,N5O,,,,0,61.0,3,0
120,10209,M5B,197.0,VSI,6.0,798,79.83333333333333,2,0
120,10939,O6I,196.0,SIA,1.0,902,86.66666666666667,1,1
119,10758,L8L,196.0,SIA,2.0,897,89.33333333333333,2,1
120,11164,,,,,712,71.16666666666667,1,0
120,11164,M3S,,,,907,90.16666666666667,4,0
120,11166,,194.0,OL,1.0,868,86.83333333333333,2,0
120,10725,M6N,196.0,SIA,3.0,882,88.16666666666667,3,1
120,10731,M0H,178.0,KSO,1.0,913,91.33333333333333,2,0
120,10259,N3O,178.0,KSI,4.0,878,87.83333333333333,6,0
120,11180,N2Q,196.0,SNO,2.0,808,80.83333333333333,1,0
119,10619,O3U,179.0,II,4.0,918,90.33333333333333,5,0
120,10316,M6K,178.0,KKU,2.0,905,88.16666666666667,4,0
120,10913,N2T,194.0,OTH,1.0,917,83.16666666666667,6,0
120,10860,Q4F,179.0,IK,6.0,885,85.5,2,0
120,11242,M0I,196.0,SIA,1.0,880,88.0,1,1
120,11142,N2T,,,,0,-1.0,3,0
120,10720,M0S,197.0,VAO,2.0,830,81.5,1,0
120,10592,O1N,179.0,II,1.0,888,87.16666666666667,2,0
120,10860,Q4F,191.0,ZP,5.0,952,93.33333333333333,7,0
120,10896,M2W,181.0,YIA,1.0,800,80.0,4,0
120,10813,M8M,196.0,SIA,5.0,885,86.5,5,1
119,10618,L3I,,,,927,92.66666666666667,2,0
120,10486,O5L,196.0,SJ,1.0,980,96.83333333333333,5,0
120,10590,,178.0,KA,1.0,905,90.5,3,0
119,10926,M6L,,,,893,89.33333333333333,3,0
120,10463,N7M,196.0,SNO,7.0,798,75.0,7,0
120,10413,O1B,196.0,SIA,1.0,892,89.16666666666667,1,1
120,10873,N2Y,181.0,YIA,4.0,738,73.83333333333333,2,0
119,11236,M6N,178.0,KII,1.0,913,88.5,2,0
120,10762,M1F,196.0,SNO,1.0,792,74.16666666666667,1,0
120,10792,O2S,197.0,VNB,3.0,902,84.33333333333333,1,0
120,10268,O3Q,196.0,SNO,6.0,780,78.0,6,0
119,10619,O3W,178.0,KI,1.0,873,85.5,3,0
120,10252,M6N,,,,843,81.66666666666667,2,0
120,10552,N2U,178.0,KSO,1.0,890,85.83333333333333,3,0
120,10400,M6B,196.0,SIA,4.0,890,88.33333333333333,4,1
119,10673,O9X,177.0,BI,1.0,850,82.66666666666667,3,0
119,10217,N0O,194.0,OI,2.0,942,94.16666666666667,10,0
120,10217,N0O,178.0,KS,1.0,947,94.0,6,0
120,10706,N3S,178.0,KD,1.0,817,78.5,5,0
120,10508,N4N,178.0,KPR,1.0,943,88.83333333333333,3,0
120,10431,L0L,,,,703,67.0,1,0
120,10849,L8T,196.0,SXP,1.0,877,87.66666666666667,3,0
120,10698,N5I,194.0,OL,1.0,867,86.66666666666667,3,0
120,10462,M6O,178.0,KSO,1.0,920,90.5,3,0
120,10963,O6X,178.0,KKC,1.0,925,91.16666666666667,3,0
119,10752,Q2I,178.0,KIS,1.0,847,81.33333333333333,8,0
120,11188,O3F,194.0,OSK,1.0,888,88.83333333333333,2,0
120,10847,Q1Q,196.0,SI,1.0,877,87.0,1,1
120,10603,M9F,178.0,KQ,1.0,943,89.66666666666667,3,0
119,10329,M7Q,,,,0,49.666666666666664,1,0
120,10706,N3S,196.0,STP,9.0,917,87.16666666666667,1,0
119,10873,N2C,178.0,KIS,1.0,857,85.66666666666667,2,0
120,10462,M6D,194.0,OSF,4.0,815,78.83333333333333,1,0
120,10775,M1S,196.0,SIA,1.0,960,95.83333333333333,1,1
120,10757,M5H,190.0,PAV,5.0,850,82.66666666666667,4,0
120,10970,L7K,178.0,KSO,1.0,947,93.0,4,0
120,10697,M7F,178.0,KPR,1.0,935,92.5,7,0
120,10725,M6N,190.0,PSK,2.0,817,80.66666666666667,4,0
119,10692,M0I,196.0,SI,1.0,965,94.16666666666667,1,1
120,10848,M8N,191.0,ZI,3.0,925,91.16666666666667,4,0
120,10488,O1C,178.0,KXP,2.0,840,81.33333333333333,6,0
120,10462,M6N,196.0,SIA,1.0,870,85.0,1,1
120,10301,M6N,196.0,SIA,1.0,930,91.83333333333333,1,1
120,10507,N2M,178.0,KKW,2.0,885,86.66666666666667,3,0
120,10372,N0C,178.0,KXP,5.0,928,90.66666666666667,7,0
119,10567,M4S,,,,970,95.16666666666667,3,0
120,10818,M6X,199.0,AIX,5.0,852,85.16666666666667,4,0
120,10706,N4I,196.0,SIA,3.0,873,87.33333333333333,3,1
120,10947,N3I,191.0,ZA,1.0,950,92.66666666666667,6,0
120,10228,M7M,196.0,SI,1.0,918,89.33333333333333,1,1
119,11195,N5K,178.0,KAW,3.0,892,87.33333333333333,5,0
120,11194,M5C,178.0,KB,1.0,940,93.33333333333333,7,0
120,10839,M4Q,178.0,KKU,1.0,898,87.33333333333333,3,0
120,10372,N0D,194.0,OI,1.0,882,86.66666666666667,6,0
120,10801,N3O,178.0,KKU,2.0,953,94.66666666666667,3,0
120,10225,M7U,196.0,SIA,1.0,850,83.66666666666667,1,1
120,10316,M6S,181.0,YII,5.0,747,74.66666666666667,2,0
120,11099,N5B,196.0,SIA,4.0,943,92.5,4,1
120,10672,M5D,178.0,KNA,1.0,967,96.66666666666667,5,0
120,11200,M5N,178.0,KIS,1.0,948,94.16666666666667,4,0
119,10301,M6N,196.0,SAA,3.0,922,92.16666666666667,2,0
120,10434,M6C,,,,828,80.83333333333333,1,0
120,10697,M7F,196.0,SIA,3.0,882,86.83333333333333,3,1
120,10372,,178.0,KKW,2.0,895,89.0,5,0
120,10543,M6D,194.0,OSK,2.0,872,84.83333333333333,4,0
120,10272,M5A,199.0,AIY,5.0,837,81.0,3,0
120,11238,M9N,194.0,OPX,5.0,832,83.16666666666667,2,0
120,10649,M6W,178.0,KKW,1.0,950,93.83333333333333,3,0
120,10219,O1M,,,,918,90.33333333333333,3,0
120,10649,M6W,191.0,ZI,1.0,907,90.66666666666667,4,0
119,10508,N4I,194.0,OD,1.0,958,95.0,4,0
120,11024,M0H,194.0,OD,1.0,925,91.83333333333333,5,0
119,10731,O4Z,196.0,SIA,2.0,912,91.16666666666667,2,1
120,10455,M2C,196.0,SI,3.0,852,85.16666666666667,3,1
120,10373,N9X,190.0,PNI,1.0,832,77.33333333333333,3,0
120,10266,M4Z,191.0,ZI,1.0,893,87.0,4,0
120,10650,M6B,196.0,SIA,2.0,855,83.66666666666667,2,1
120,10567,M7H,178.0,KKU,2.0,903,90.16666666666667,4,0
120,10639,M6N,178.0,KPR,3.0,903,89.83333333333333,5,0
120,10674,M9K,196.0,SI,2.0,935,93.0,2,1
120,10703,O7I,178.0,KKU,2.0,920,92.0,4,0
120,10837,N0W,190.0,PHH,7.0,932,93.16666666666667,2,0
120,10674,M9K,,,,658,65.83333333333333,2,0
119,10947,N3O,194.0,OTV,11.0,883,88.16666666666667,8,0
120,10639,M6O,194.0,OD,1.0,910,88.5,3,0
120,10911,M1M,179.0,II,1.0,895,88.66666666666667,3,0
120,10876,N6N,191.0,ZI,1.0,867,86.66666666666667,3,0
119,10719,N5C,191.0,ZI,1.0,853,85.33333333333333,4,0
120,10410,M6M,196.0,SI,1.0,847,84.66666666666667,1,1
119,10474,M7I,191.0,ZI,1.0,868,86.0,3,0
120,10617,N2F,178.0,KIS,2.0,892,86.5,4,0
120,10839,M4Q,197.0,VSI,4.0,835,80.66666666666667,3,0
120,10239,M5D,191.0,ZI,1.0,927,91.66666666666667,2,0
120,10812,M4Y,199.0,AIJ,5.0,813,81.33333333333333,3,0
120,11005,M5Y,196.0,SIA,4.0,845,81.66666666666667,4,1
120,10566,N2Q,199.0,AIV,5.0,787,77.33333333333333,1,0
120,10913,N2T,178.0,KKW,2.0,842,82.66666666666667,4,0
120,11041,M9N,196.0,SIA,3.0,835,83.5,3,1
119,10909,M5A,196.0,STP,2.0,893,15.666666666666666,3,0
120,10387,N5H,191.0,ZI,1.0,928,89.66666666666667,5,0
120,10477,N2F,196.0,SIA,1.0,850,85.0,1,1
120,10228,M7M,197.0,VSI,3.0,855,85.5,1,0
119,10316,M6S,194.0,OAP,1.0,937,92.5,2,0
120,11179,N5U,191.0,ZI,1.0,880,85.66666666666667,2,0
120,11024,M0H,176.0,MNS,5.0,845,70.5,2,0
120,10719,N3O,,,,660,66.0,3,0
120,10536,M6O,191.0,ZP,4.0,912,89.0,6,0
120,10798,M8H,178.0,KBO,1.0,957,94.66666666666667,4,0
120,10717,M7K,199.0,AIY,2.0,808,80.83333333333333,6,0
120,10896,M2W,178.0,KKV,4.0,905,88.5,1,0
120,10706,N0W,196.0,SIA,4.0,955,86.66666666666667,4,1
120,10619,O3U,178.0,KI,1.0,955,93.83333333333333,2,0
120,10328,O2I,196.0,SIA,1.0,938,91.5,1,1
120,10341,M6N,196.0,SIA,3.0,928,92.83333333333333,3,1
120,10877,M5Z,190.0,PSK,3.0,840,84.0,1,0
120,10316,M6S,196.0,SNO,1.0,792,78.5,1,0
120,10214,M0H,191.0,ZP,4.0,913,85.0,5,0
120,11021,M0U,196.0,SIA,4.0,855,85.16666666666667,4,1
120,10567,M4S,199.0,AU,3.0,760,71.83333333333333,11,0
120,10978,N3I,178.0,KA,2.0,920,91.5,5,0
120,10813,M8O,179.0,II,2.0,918,91.83333333333333,4,0
120,10632,M0U,,,,0,46.333333333333336,1,0
120,10978,N3I,178.0,KAP,1.0,935,92.33333333333333,4,0
120,10672,M5T,194.0,OIR,2.0,912,90.5,3,0
119,10818,M6X,178.0,KI,1.0,917,91.0,3,0
120,10913,N2U,178.0,KXP,4.0,808,79.5,5,0
120,10738,M7I,199.0,AIA,2.0,768,76.83333333333333,4,0
120,10670,M7D,191.0,ZI,4.0,895,87.66666666666667,5,0
120,10868,,194.0,OD,1.0,955,80.16666666666667,4,0
119,10909,M6M,196.0,SIA,1.0,860,15.666666666666666,1,1
120,10817,O7H,194.0,OD,1.0,947,94.0,11,0
120,10706,N0W,194.0,OPT,2.0,808,76.16666666666667,8,0
120,11004,L2F,199.0,AD,1.0,723,72.16666666666667,6,0
120,10714,M2L,193.0,RII,5.0,803,80.33333333333333,3,0
120,10215,M0D,,,,0,42.666666666666664,3,0
120,10851,M6I,194.0,OD,1.0,952,93.0,5,0
120,10434,M6C,196.0,SIA,2.0,865,86.5,2,1
120,10508,N4I,178.0,KPR,1.0,958,94.66666666666667,3,0
119,10436,M3T,194.0,OL,1.0,948,94.33333333333333,2,0
120,10672,M5C,196.0,SIA,5.0,875,84.83333333333333,5,1
119,10455,M2D,193.0,RPG,1.0,955,95.5,3,0
120,10780,M6B,178.0,KKU,1.0,913,89.5,3,0
120,10215,M0C,196.0,SI,1.0,893,88.33333333333333,1,1
119,11180,N2Q,196.0,SNO,4.0,825,80.66666666666667,1,0
120,10452,O1B,,,,820,65.66666666666667,3,0
120,11062,M8F,199.0,AIY,1.0,817,80.5,4,0
119,10239,M8D,,,,723,67.83333333333333,4,0
120,10379,N3O,196.0,SIA,4.0,900,88.5,4,1
120,10911,M1M,191.0,ZI,1.0,915,91.16666666666667,3,0
119,11067,L5N,191.0,ZI,3.0,935,93.16666666666667,1,0
120,10263,O5O,190.0,PAV,5.0,837,82.33333333333333,1,0
120,10765,O2I,196.0,SI,1.0,895,86.16666666666667,1,1
120,10725,M6N,178.0,KA,1.0,900,90.0,3,0
120,10668,N2N,178.0,KKU,1.0,908,89.0,4,0
120,10442,N5L,191.0,ZI,1.0,858,85.83333333333333,3,0
120,10362,M2I,196.0,SIA,1.0,863,86.33333333333333,1,1
120,11236,M6W,193.0,RCI,11.0,832,83.16666666666667,2,0
120,10459,O3K,178.0,KKW,1.0,992,98.16666666666667,5,0
119,10731,M0H,196.0,SI,1.0,932,91.5,1,1
119,10400,M6B,190.0,PAW,2.0,840,81.66666666666667,5,0
120,10269,O4S,,,,0,50.666666666666664,4,0
120,11006,L9W,191.0,ZI,1.0,882,87.0,3,0
119,10603,M7Q,190.0,PMX,6.0,760,72.5,3,0
120,10316,M6N,178.0,KAP,2.0,878,85.5,5,0
120,10220,M2F,178.0,KY,1.0,938,91.83333333333333,2,0
120,11051,M6O,178.0,KKC,1.0,912,89.66666666666667,3,0
120,10646,N7N,194.0,OE,1.0,865,86.5,5,0
119,10649,M6W,196.0,SNO,6.0,787,75.83333333333333,2,0
120,10654,M2Y,196.0,SIA,3.0,867,86.66666666666667,3,1
119,10844,M7C,178.0,KI,2.0,880,87.33333333333333,3,0
120,10916,M8U,196.0,SN,1.0,858,83.0,2,0
120,11002,M5N,181.0,YIH,1.0,888,87.83333333333333,3,0
120,10817,O1N,178.0,KXP,3.0,860,86.0,4,0
119,10462,M6N,,,,963,93.5,3,0
120,10451,O1C,196.0,SIA,3.0,932,78.0,3,1
120,10455,M1B,196.0,SIA,2.0,910,90.16666666666667,2,1
120,10639,M6N,190.0,PIC,3.0,825,82.5,1,0
120,10225,M7T,,,,837,70.33333333333333,1,0
119,10518,O1N,178.0,KS,2.0,965,95.66666666666667,5,0
120,10905,O3B,190.0,PSK,6.0,832,83.16666666666667,3,0
120,10457,M7U,181.0,YIA,1.0,712,71.16666666666667,3,0
119,10283,Q4F,191.0,ZB,1.0,938,91.66666666666667,2,0
120,10468,N2Q,197.0,VNT,2.0,873,82.66666666666667,4,0
120,10335,M4D,,,,782,64.16666666666667,1,0
120,10338,M7D,,,,800,80.0,5,0
119,10248,M8B,196.0,SI,2.0,872,86.0,2,1
120,10851,M6I,196.0,SIA,4.0,840,82.66666666666667,4,1
119,10816,M6O,178.0,KVS,2.0,815,80.66666666666667,3,0
120,10301,M6M,178.0,KA,1.0,928,91.83333333333333,2,0
120,11057,M4Q,178.0,KSO,1.0,927,91.0,3,0
120,10835,M5H,178.0,KKU,1.0,940,91.33333333333333,2,0
120,11066,O8M,199.0,AIN,1.0,952,94.33333333333333,2,0
120,11185,O5Y,183.0,XNH,2.0,817,53.333333333333336,1,0
119,11177,L9Q,196.0,SIA,2.0,977,95.5,2,1
120,11059,M4N,196.0,SI,1.0,888,88.83333333333333,1,1
120,10896,M2Y,,,,775,61.333333333333336,5,0
120,10259,N4C,,,,848,81.83333333333333,3,0
120,10735,M2U,181.0,YIA,3.0,767,76.66666666666667,2,0
119,11245,M9X,196.0,SI,2.0,972,96.66666666666667,2,1
120,10872,L2T,178.0,KKU,3.0,855,85.0,6,0
119,10680,M0C,198.0,NIV,6.0,828,61.666666666666664,5,0
120,11176,O1S,177.0,BI,1.0,847,81.5,3,0
120,10602,M2S,181.0,YIA,3.0,753,73.16666666666667,2,0
120,11060,N2X,190.0,PAV,4.0,870,85.66666666666667,3,0
120,10916,M8Q,197.0,VSI,1.0,833,80.66666666666667,5,0
120,10318,M3X,196.0,SIA,1.0,962,96.16666666666667,1,1
120,11049,M9F,178.0,KAP,2.0,880,86.66666666666667,1,0
120,10911,M1M,,,,860,85.16666666666667,2,0
119,10909,M6W,194.0,OST,3.0,837,14.666666666666666,4,0
120,10564,N5D,181.0,YII,18.0,760,76.0,7,0
120,10780,M6N,190.0,PIC,1.0,818,80.0,3,0
120,10639,M6N,197.0,VSI,3.0,833,80.83333333333333,1,0
120,10480,M5I,194.0,OL,1.0,885,88.5,2,0
120,10811,M5T,196.0,SI,4.0,920,92.0,4,1
119,10316,M5A,194.0,OAP,1.0,925,92.16666666666667,2,0
120,11005,M5Y,178.0,KI,1.0,903,88.83333333333333,3,0
120,10878,L1M,197.0,VSI,1.0,933,93.33333333333333,2,0
120,10757,M1H,178.0,KKU,1.0,920,91.83333333333333,3,0
120,10639,M6N,178.0,KKW,1.0,858,85.83333333333333,3,0
120,10347,M7W,194.0,OS,2.0,955,94.5,3,0
120,10781,M7N,196.0,STP,2.0,920,91.0,4,0
120,11020,M9K,196.0,SI,1.0,883,88.33333333333333,1,1
120,10861,Q4H,179.0,II,1.0,953,95.33333333333333,4,0
120,10650,M6H,178.0,KBO,1.0,970,97.0,3,0
120,10818,M6X,178.0,KPR,1.0,960,93.16666666666667,5,0
120,10429,M7I,191.0,ZI,2.0,878,87.83333333333333,3,0
120,10566,N4B,199.0,AIW,3.0,805,77.66666666666667,5,0
119,10272,M5A,196.0,SNO,1.0,858,77.83333333333333,1,0
120,10572,N7T,190.0,PAI,6.0,823,82.33333333333333,5,0
119,10767,O6Y,194.0,OSI,1.0,853,81.66666666666667,2,0
120,10379,N3L,179.0,IP,5.0,870,85.66666666666667,9,0
120,10281,Q7D,199.0,AIH,1.0,917,91.33333333333333,3,0
119,10697,M7F,178.0,KPR,1.0,912,88.5,5,0
119,10767,O6W,178.0,KA,1.0,928,89.83333333333333,2,0
120,10896,M2W,197.0,VNP,1.0,782,78.16666666666667,2,0
120,10709,M9F,,,,830,83.0,1,0
120,10703,O7I,192.0,TII,4.0,847,84.66666666666667,1,0
119,10868,M5D,191.0,ZI,1.0,847,83.66666666666667,4,0
120,10361,M2U,197.0,VNE,2.0,853,84.16666666666667,4,0
119,10272,M5X,194.0,OIS,1.0,820,82.0,10,0
120,10566,N4B,178.0,KAP,1.0,957,93.66666666666667,5,0
120,10568,M5M,178.0,KAP,2.0,910,90.5,5,0
119,10754,N7Q,196.0,SI,1.0,850,83.16666666666667,1,1
120,10347,N2S,190.0,PAI,3.0,800,80.0,2,0
119,10947,N4D,178.0,KSO,1.0,948,92.33333333333333,6,0
119,10669,O1O,196.0,SNO,1.0,808,80.83333333333333,1,0
120,11094,M7N,196.0,SIA,1.0,855,85.16666666666667,1,1
120,10386,N2K,194.0,OS,2.0,920,90.83333333333333,4,0
120,10316,M6S,194.0,OD,1.0,945,94.0,3,0
119,11189,L0B,197.0,VNE,1.0,950,93.66666666666667,2,0
120,10316,M5A,190.0,PIM,10.0,802,79.5,4,0
120,10978,N3I,,,,827,80.33333333333333,11,0
119,10776,M2Q,196.0,SIA,1.0,852,85.16666666666667,1,1
120,10807,N7D,178.0,KBO,2.0,938,93.83333333333333,3,0
120,10839,M4Q,199.0,AIU,4.0,871,81.66666666666667,3,0
120,11000,M4S,178.0,KY,2.0,973,95.16666666666667,6,0
120,10452,O4X,196.0,SIA,3.0,875,84.66666666666667,3,1
120,10297,O1N,196.0,SIA,5.0,872,86.33333333333333,5,1
120,10738,M7I,191.0,ZI,3.0,890,87.0,4,0
120,10335,M1T,198.0,NB,1.0,760,74.66666666666667,4,0
