GEND,SCHOOL,ZIP3,CONFUNI,CONFCHOIC,WAVERG2,AVG,PREF,ACCEPTED,DIST
120,10699,L4M,191.0,1.0,823,82.33333333333333,2,0,154.139
120,10541,N0P,177.0,5.0,730,73.0,3,0,236.071
119,10567,L3R,194.0,2.0,983,96.16666666666667,7,0,101.274
120,10223,L6L,191.0,2.0,838,83.0,3,0,26.523
120,11012,N3T,,,800,77.33333333333333,1,0,30.2
120,10274,L3V,178.0,1.0,920,88.5,3,0,185.795
120,10851,L5J,178.0,1.0,902,87.5,3,0,38.646
120,10837,L6P,194.0,4.0,917,90.33333333333333,1,0,77.8
120,10738,L6H,,,868,86.83333333333333,5,0,35.959
120,10861,P3C,194.0,2.0,887,86.33333333333333,4,0,441.018
120,10720,L9W,179.0,1.0,827,82.66666666666667,2,0,120.785
120,10370,N6G,178.0,1.0,905,89.66666666666667,2,0,141.092
119,10731,L9G,191.0,1.0,955,94.5,3,0,15.182
120,11177,K8N,191.0,3.0,895,89.0,1,0,256.089
120,10363,M1M,194.0,1.0,905,88.83333333333333,5,0,82.826
120,10508,M3N,178.0,1.0,953,89.33333333333333,4,0,73.962
119,10879,M1W,194.0,1.0,857,85.66666666666667,11,0,90.18
119,10854,L0L,191.0,1.0,892,89.16666666666667,3,0,172.542
120,10270,M1E,181.0,1.0,832,83.16666666666667,2,0,100.32
119,11074,M5M,,,917,91.66666666666667,1,0,77.704
119,11074,M5M,178.0,3.0,928,91.83333333333333,1,0,77.704
120,11020,L8J,191.0,4.0,938,93.33333333333333,7,0,27.328
120,10807,M5P,194.0,1.0,892,89.16666666666667,4,0,80.197
119,10440,M2K,194.0,1.0,893,88.16666666666667,6,0,80.391
120,10628,N0H,197.0,1.0,770,76.83333333333333,3,0,198.367
120,10918,M8Y,191.0,1.0,885,88.5,3,0,59.419
120,10444,K7C,,,667,66.66666666666667,2,0,421.193
120,10918,M9A,194.0,2.0,862,86.16666666666667,3,0,61.478
119,10817,N5X,179.0,1.0,930,91.33333333333333,2,0,132.204
120,10462,L5C,,,678,67.83333333333333,2,0,49.547
120,10590,K2T,178.0,1.0,805,80.5,3,0,451.134
120,11188,N2L,,,713,71.33333333333333,1,0,74.62
120,10547,L4K,190.0,4.0,807,77.83333333333333,3,0,85.135
119,10689,K0K,191.0,1.0,867,86.33333333333333,3,0,273.902
119,10929,K0J,199.0,1.0,863,81.2,3,0,428.536
120,10905,N2G,,,850,83.66666666666667,2,0,2.2
119,10602,L1R,193.0,2.0,905,87.83333333333333,5,0,137.638
119,10733,L6V,178.0,1.0,945,94.5,3,0,69.392
119,10928,N0L,179.0,1.0,900,90.0,3,0,148.182
120,11090,L3T,194.0,1.0,970,96.0,3,0,96.043
120,10876,M5N,,,800,80.0,2,0,78.768
119,11067,K4M,194.0,1.0,960,95.66666666666667,2,0,485.905
120,10826,L9S,178.0,1.0,940,92.66666666666667,3,0,146.557
120,10515,L7R,,,0,78.4,1,0,17.022
120,10235,L0R,194.0,1.0,903,87.5,2,0,58.645
120,10238,,190.0,1.0,778,75.5,5,0,
120,10238,,194.0,1.0,830,81.33333333333333,9,0,
120,10233,X0E,,,880,86.16666666666667,3,0,2130.0
120,10826,L0L,191.0,1.0,942,93.66666666666667,4,0,172.542
120,10966,L6P,175.0,7.0,820,79.33333333333333,3,0,77.8
120,10894,L0L,194.0,1.0,833,83.33333333333333,3,0,172.542
119,10717,L6K,191.0,1.0,867,86.66666666666667,4,0,31.938
120,10720,L0G,191.0,1.0,843,81.0,3,0,111.191
120,10385,M5N,191.0,1.0,868,85.33333333333333,3,0,78.768
120,10548,N0K,178.0,1.0,817,81.66666666666667,3,0,123.468
120,10753,N2E,197.0,1.0,767,73.83333333333333,3,0,68.658
120,10956,L1E,191.0,1.0,830,83.0,2,0,132.428
120,10731,L9G,191.0,1.0,845,84.0,3,0,15.182
120,10803,M6M,190.0,1.0,845,82.16666666666667,2,0,73.17
120,10738,L6H,178.0,1.0,893,88.66666666666667,3,0,35.959
120,10639,L5M,194.0,1.0,862,85.66666666666667,9,0,44.036
120,10780,L6Z,181.0,3.0,737,73.66666666666667,2,0,70.914
120,11035,N1K,178.0,1.0,902,89.66666666666667,2,0,51.736
120,10315,,199.0,3.0,790,80.8,1,0,
119,11238,L8N,193.0,3.0,717,71.66666666666667,2,0,5.496
119,10335,L0S,179.0,1.0,917,91.66666666666667,3,0,79.807
120,10515,L5C,178.0,2.0,920,89.16666666666667,3,0,49.547
120,11229,M6C,,,932,87.5,2,0,78.836
120,10864,N0P,,,800,80.0,3,0,236.071
120,10864,N0P,,,712,71.16666666666667,1,0,236.071
120,10356,L7L,190.0,4.0,800,,1,0,21.04
120,10548,N0K,192.0,4.0,802,80.16666666666667,5,0,123.468
120,10879,M2J,190.0,1.0,785,78.5,4,0,85.743
120,10738,L6H,178.0,2.0,902,88.5,4,0,35.959
120,10358,,178.0,3.0,828,82.16666666666667,2,0,
120,10997,L4L,194.0,6.0,840,83.0,4,0,79.825
120,10602,L1R,194.0,1.0,870,87.0,3,0,137.638
